Car Id,Tramo Id,UTM Index,REAL Index,Car Time,Speed,Status,Utm X,Utm Y,Norm X,Norm Y,Avg Speed,Track Time,Distance,Remaining Distance,Error
21,1,0,1668,6232,0.0,start,5836375,448342,-1626,316,-1.0,0,22450,-9,10
21,1,1,1668,6252,0.0,running,5836366,448334,-1635,307,0.0,20,22450,-9,7
