Car Id,Tramo Id,UTM Index,Car Time,Speed,Status,Utm X,Utm Y,Norm X,Norm Y,Avg Speed,Track Time,Distance,Remaining Distance,Error
9,0,57,4765,30.7,running,5838167,447611,271,-343,28.0,40,844,12733,4
9,0,88,4785,19.1,running,5838025,447821,129,-133,20.1,60,1247,12331,5
9,0,114,4805,21.4,running,5838010,447543,115,-410,17.4,80,1596,11982,5
9,0,132,4815,15.6,running,5837940,447312,45,-642,25.1,90,1847,11731,0
9,0,162,4835,19.1,running,5837821,447173,-74,-780,20.7,110,2263,11315,3
9,0,173,4840,36.3,running,5837720,447071,-175,-883,28.8,115,2407,11171,7
9,0,216,4864,36.8,running,5837885,446710,-10,-1243,25.2,139,3013,10565,0
9,0,243,4874,17.6,running,5838221,446742,326,-1211,34.4,149,3357,10221,4
9,0,290,4894,25.2,running,5837818,446486,-77,-1468,28.9,169,3935,9643,1
9,0,311,4904,23.6,running,5837585,446346,-310,-1607,27.5,179,4211,9367,2
9,0,346,4924,27.9,running,5837238,446225,-657,-1728,26.9,199,4749,8829,0
9,0,358,4934,20.5,running,5837273,446153,-622,-1800,16.4,209,4913,8664,5
9,0,394,4954,24.9,running,5837641,446160,-254,-1794,25.5,229,5424,8153,4
9,0,421,4964,27.4,running,5837887,446349,-8,-1605,31.4,239,5739,7839,5
9,0,457,4978,47.9,running,5838363,446622,468,-1331,40.8,253,6310,7267,5
9,0,488,5002,31.5,running,5838526,446857,630,-1097,21.6,277,6829,6749,2
9,0,500,5012,30.6,running,5838746,447003,851,-950,28.0,287,7110,6468,9
9,0,530,5032,32.7,running,5839188,447132,1292,-822,27.9,307,7668,5910,5
9,0,545,5042,27.6,running,5839238,447175,1343,-778,19.9,317,7868,5710,9
9,0,592,5062,38.7,running,5838993,447570,1098,-384,29.4,337,8457,5121,10
9,0,678,5092,22.6,running,5839776,447653,1881,-301,35.6,367,9527,4051,9
9,0,701,5101,40.6,running,5839845,447933,1949,-20,32.7,376,9821,3757,12
9,0,752,5125,17.0,running,5839599,448329,1704,375,27.0,400,10470,3108,6
9,0,767,5135,22.3,running,5839483,448426,1588,471,19.5,410,10665,2913,5
9,0,813,5155,29.1,running,5839071,448700,1176,746,28.3,430,11231,2346,0
9,0,836,5165,40.0,running,5839320,448760,1424,805,29.3,440,11525,2053,2
9,0,885,5185,21.4,running,5839853,448677,1957,723,31.5,460,12156,1422,3
9,0,918,5196,52.8,running,5839459,448888,1564,934,40.7,471,12605,973,5
9,0,967,5215,18.6,running,5838814,449054,918,1100,35.1,490,13273,305,5
9,0,1030,5236,18.2,running,5838185,449548,289,1594,39.5,511,14104,-525,3
9,0,1044,5246,24.2,running,5838040,449649,145,1695,19.0,521,14295,-716,6
9,0,1062,5276,13.3,ended,5837820,449567,-75,1612,8.4,551,14548,-969,320
